classname,time,groupNo
hardware_sdk_mensa.tests.utils.test_synthesis.TestMensaSynthesis,0,1
hardware_sdk_mensa.tests.utils.test_synthesis.TestMensaSynthesis,0,1
hardware_sdk_mensa.tests.utils.test_synthesis.TestMensaSynthesis,0,1
hardware_sdk_mensa.tests.utils.test_synthesis.TestMensaSynthesis,0,1
hardware_sdk_mensa.tests.utils.test_synthesis.TestMensaSynthesis,0,1
hardware_sdk_otakeys.tests.test_apis.TestAccessDeviceAPI,0,1
hardware_sdk_otakeys.tests.test_interface.TestAddAccessDevice,0,1
hardware_sdk_otakeys.tests.test_interface.TestAddAccessDevice,0,1
hardware_sdk_otakeys.tests.test_interface.TestAddAccessDevice,0,1
hardware_sdk_otakeys.tests.test_interface.TestAddRFID,0,1
hardware_sdk_otakeys.tests.test_interface.TestAddRFID,0,1
hardware_sdk_otakeys.tests.test_interface.TestDeregisterVehicle,0,1
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0,1
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0,1
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0,1
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0,1
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0,1
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0,1
hardware_sdk_otakeys.tests.test_interface.TestGetRentalSummary,0,1
hardware_sdk_otakeys.tests.test_interface.TestRegisterVehicle,0,1
hardware_sdk_otakeys.tests.test_interface.TestRegisterVehicle,0,1
hardware_sdk_otakeys.tests.test_interface.TestRemoveAccessDevice,0,1
hardware_sdk_otakeys.tests.test_interface.TestRemoveAccessDevice,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpCalculationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,1,1
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,1,2
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,2
hardware_sdk_otakeys.tests.test_rentals.OTAKeysTestCase,0,2
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCoreTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCreationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCreationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCreationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCreationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.RentalCreationTestCase,0,1
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,3,1
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,3,2
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,2
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,2
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,3,3
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,3
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,2,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_rentals.TestRentalsPayments,0,4
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.OdometerJumpingTestCase,0,1
hardware_sdk_otakeys.tests.test_utils.TestProcessTelematics,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestAutoSwitchGPSSource,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestVehicleUpdates,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestVehicleUpdates,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestVehicleUpdates,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestVehicleUpdates,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestVehicleUpdates,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestVehicleUpdates,0,1
hardware_sdk_otakeys.tests.test_vehicle_utils.TestVehicleUpdates,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysDigitalSignatures,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysDigitalSignatures,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,1,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,1,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,1
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,1,2
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,2
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,2
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,2
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,2
hardware_sdk_otakeys.tests.test_webhooks.TestOTAKeysSynthesis,0,2
hardware_sdk_otakeys.tests.test_webhooks.TestRFIDPushViews,1,2
hardware_sdk_otakeys.tests.test_webhooks.TestRFIDPushViews,1,3
hardware_sdk_otakeys.tests.test_webhooks.TestSynthesisPushView,1,2
hardware_sdk_otakeys.tests.test_webhooks.TestSynthesisPushView,1,3
locations.tests.apis.test_aliases.TestAliases,0,1
locations.tests.apis.test_kiosks.TestKioskAPIAsCustomer,0,1
locations.tests.apis.test_kiosks.TestKioskAPIAsCustomer,0,1
locations.tests.apis.test_kiosks.TestKioskAPIAsDispatcher,0,1
locations.tests.apis.test_kiosks.TestKioskAPIAsDispatcher,0,1
locations.tests.apis.test_kiosks.TestKioskAPIAsDispatcher,0,1
locations.tests.apis.test_locations.TestGeofenceAsDispatcher,0,1
locations.tests.apis.test_locations.TestGeofenceAsDispatcher,0,1
locations.tests.apis.test_locations.TestGeofenceAsDispatcher,0,1
locations.tests.apis.test_locations.TestGeofenceAsDispatcher,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,1,1
locations.tests.apis.test_locations.TestLocationAliasAPI,1,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,0,1
locations.tests.apis.test_locations.TestLocationAliasAPI,1,2
locations.tests.apis.test_locations.TestLocationAliasAPI,0,2
locations.tests.apis.test_locations.TestLocationAliasAPI,0,2
locations.tests.apis.test_locations.TestLocationAliasAPI,0,2
locations.tests.apis.test_locations.TestLocationAliasAPI,0,2
locations.tests.apis.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.test_locations.TestLocationsAPI,0,1
locations.tests.apis.test_locations.TestLocationsAPI,0,1
locations.tests.apis.test_locations.TestLocationsAPI,0,1
locations.tests.apis.test_locations.TestLocationsAPI,0,1
locations.tests.apis.test_locations.TestLocationsAPI,0,1
locations.tests.apis.test_locations.TestLocationsAPI,0,1
locations.tests.apis.test_locations.TestLocationsAPI,0,1
locations.tests.apis.v3.test_locations.LocationTestingMixin,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsAnonymous,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsAnonymous,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsAnonymous,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsAnonymous,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsAnonymous,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsAnonymous,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsAnonymous,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsCustomer,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsCustomer,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsCustomer,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsCustomer,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsCustomer,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsCustomer,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.apis.v3.test_locations.TestLocationAPIAsDispatcher,0,1
locations.tests.models.test_locations.TestCacheableSearchResult,0,1
locations.tests.models.test_locations.TestGeoFence,0,1
locations.tests.models.test_locations.TestGeoFence,0,1
locations.tests.models.test_locations.TestGeoFence,0,1
locations.tests.models.test_locations.TestLocation,0,1
locations.tests.models.test_locations.TestLocation,0,1
locations.tests.models.test_locations.TestLocation,0,1
locations.tests.models.test_locations.TestLocation,0,1
locations.tests.models.test_locations.TestLocation,0,1
locations.tests.models.test_locations.TestLocationAliases,0,1
locations.tests.models.test_locations.TestLocationAliases,0,1
locations.tests.models.test_locations.TestLocationAliases,0,1
locations.tests.models.test_locations.TestLocationAliases,0,1
locations.tests.models.test_locations.TestLocationAliases,0,1
locations.tests.models.test_locations.TestLocationAliases,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationFetch,0,1
locations.tests.serializers.test_locations.TestLocationSerializer,0,1
locations.tests.serializers.test_locations.TestLocationSerializer,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.test_locations.TestLocationValidation,0,1
locations.tests.serializers.v3.test_locations.TestV3LocationSerializer,0,1
locations.tests.serializers.v3.test_locations.TestV3LocationSerializer,0,1
locations.tests.utils.test_favorite_locations.TestFavoriteLocations,0,1
locations.tests.utils.test_favorite_locations.TestFavoriteLocations,0,1
locations.tests.utils.test_favorite_locations.TestFavoriteLocations,0,1
locations.tests.utils.test_favorite_locations.TestFavoriteLocations,0,1
locations.tests.utils.test_favorite_locations.TestFavoriteLocations,0,1
locations.tests.utils.test_favorite_locations.TestFavoriteLocations,0,1
locations.tests.utils.test_geo_utils.TestConversionsAndFormats,0,1
locations.tests.utils.test_geo_utils.TestConversionsAndFormats,0,1
locations.tests.utils.test_geo_utils.TestConversionsAndFormats,0,1
locations.tests.utils.test_locations.AliasesSearchTestCase,0,1
locations.tests.utils.test_locations.AutocompleteTestCase,0,1
locations.tests.utils.test_locations.GetStreetsFromGeoCodeTestCase,0,1
locations.tests.utils.test_locations.GetStreetsFromGeoCodeTestCase,0,1
locations.tests.utils.test_locations.GetStreetsFromGeoCodeTestCase,0,1
locations.tests.utils.test_locations.TestCreateLocationsFromKML,0,1
locations.tests.utils.test_locations.TestCreateLocationsFromKML,0,1
locations.tests.utils.test_locations.TestLocationFromGeocode,0,1
locations.tests.utils.test_locations.TestLocationFromGeocode,0,1
locations.tests.utils.test_locations.TestLocationFromGeocode,0,1
locations.tests.utils.test_locations.TestLocationFromGeocode,0,1
locations.tests.utils.test_locations.TestLocationFromGeocode,0,1
locations.tests.utils.test_locations.TestLocationFromGeocode,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecification,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecification,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecification,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecification,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecification,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecificationAsDispatcher,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecificationAsDispatcher,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecificationAsDispatcher,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecificationAsDispatcher,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecificationAsDispatcher,0,1
manual_identity_verification.tests.api.test_document_specification.TestDocumentSpecificationAsDispatcher,0,1
manual_identity_verification.tests.api.test_identity_profile.TestCompleteSubmission,0,1
manual_identity_verification.tests.api.test_identity_profile.TestCompleteSubmission,0,1
manual_identity_verification.tests.api.test_identity_profile.TestCompleteSubmission,0,1
manual_identity_verification.tests.api.test_identity_profile.TestCompleteSubmission,0,1
manual_identity_verification.tests.api.test_identity_profile.TestCompleteSubmission,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcher,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcher,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcher,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcher,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcher,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcher,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcherAndCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestIdentityProfileAsDispatcherAndCustomer,0,1
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,1
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,1
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,1
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,1
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,2,2
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,3
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,3
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,3
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,3
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,3
manual_identity_verification.tests.api.test_identity_profile.TestMIVUploadDocuments,0,3
manual_identity_verification.tests.models.test_document.TestDocumentSpecification,0,1
manual_identity_verification.tests.models.test_document.TestDocumentSpecification,0,1
manual_identity_verification.tests.models.test_document.TestDocumentSpecification,0,1
manual_identity_verification.tests.models.test_identity_profile.TestIdentityProfileSendsEmail,0,1
manual_identity_verification.tests.models.test_identity_profile.TestIdentityProfileSendsEmail,0,1
maps.tests.utils.test_travel_durations.TestDirectionsPerTransportMode,0,1
maps.tests.utils.test_travel_durations.TestDirectionsPerTransportMode,0,1
maps.tests.utils.test_travel_durations.TestDirectionsPerTransportMode,0,1
maps.tests.utils.test_travel_durations.TestGetTravelDurations,0,1
maps.tests.utils.test_travel_durations.TestGetTravelDurations,0,1
maps.tests.utils.test_travel_durations.TestGetTravelDurations,2,2
ops_center.tests.analytics.test_carsharing_reports.TestCarsharingReports,2,2
ops_center.tests.analytics.test_carsharing_reports.TestCarsharingReports,2,3
ops_center.tests.analytics.test_carsharing_reports.TestCarsharingReports,0,4
ops_center.tests.analytics.test_carsharing_reports.TestCarsharingReports,0,4
ops_center.tests.analytics.test_carsharing_reports.TestCarsharingReports,2,5
ops_center.tests.analytics.test_carsharing_reports.TestRentalReport,0,1
ops_center.tests.analytics.test_carsharing_reports.TestRentalReport,1,2
ops_center.tests.analytics.test_carsharing_reports.TestRentalReport,0,3
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_periscope_dashboard_api.TestPeriscopeDashboard,0,1
ops_center.tests.analytics.test_promotion_reports.PromotionReportsTests,2,1
ops_center.tests.analytics.test_promotion_reports.PromotionReportsTests,1,2
ops_center.tests.analytics.test_promotion_reports.PromotionReportsTests,1,2
ops_center.tests.analytics.test_promotion_reports.PromotionReportsTests,1,3
ops_center.tests.analytics.test_promotion_reports.PromotionReportsTests,1,3
ops_center.tests.analytics.test_promotion_reports.PromotionReportsTests,2,4
ops_center.tests.analytics.test_promotion_reports.PromotionReportsTests,1,5
ops_center.tests.analytics.test_reports.TestTripReports,1,1
ops_center.tests.analytics.test_reports.TestTripReports,0,1
ops_center.tests.analytics.test_reports.TestTripReports,0,1
ops_center.tests.analytics.test_reports.TestTripReports,0,1
ops_center.tests.analytics.test_reports.TestTripReports,0,1
ops_center.tests.analytics.test_reports.TestTripReports,1,2
ops_center.tests.analytics.test_reports.TestTripReports,2,3
ops_center.tests.analytics.test_reports.TestTripReportsAPIAsManager,0,1
ops_center.tests.analytics.test_reports.TestTripReportsAPIAsManager,0,1
ops_center.tests.analytics.test_reports.TestTripReportsAPIAsManager,0,1
ops_center.tests.analytics.test_reports.TestTripReportsSubscriptionAPIAsSystemAdmin,0,1
ops_center.tests.apis.v3.test_service_prefences.TestOpsCenterServicePreferences,0,1
ops_center.tests.apis.v3.test_service_prefences.TestOpsCenterServicePreferences,0,1
ops_center.tests.apis.v3.test_service_prefences.TestOpsCenterServicePreferences,0,1
ops_center.tests.apis.v3.test_service_prefences.TestOpsCenterServicePreferences,0,1
ops_center.tests.apis.v3.test_service_prefences.TestOpsCenterServicePreferencesAPIForAnon,0,1
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,0,1
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,1,1
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,1,2
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,0,2
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,0,2
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,0,2
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,0,2
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,0,2
ops_center.tests.tasks.test_analytic_aggregations.AggregatedDriverSlotStatisticsTestCase,0,2
ops_center.tests.views.test_about_pages.TestAboutPages,0,1
ops_center.tests.views.test_about_pages.TestAboutPages,0,1
ops_center.tests.views.test_about_pages.TestAboutPages,0,1
