classname,time,groupNo
activities.tests.apis.test_apis.TestActivityAPIAsDispatcher,1,1
activities.tests.apis.test_apis.TestActivityAPIAsDispatcher,3,2
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,1
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,6,1
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,7,1
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,1
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,2
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,2
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,13,2
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,3
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,3
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,6,3
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,3
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,6,4
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,4
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,4
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,4
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,5
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,5
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,5,5
activities.tests.apis.v3.test_apis.TestActivitiesAPIAsDispatcher,6,5
afm_integration.tests.test_afm_rule_engine_integration.AFMRuleEngineClientActionsTests,0,1
afm_integration.tests.test_afm_rule_engine_integration.AFMRuleEngineClientExceptionsTests,0,1
afm_integration.tests.test_afm_rule_engine_integration.AFMRuleEngineClientExceptionsTests,0,1
afm_integration.tests.test_afm_rule_engine_integration.AFMRuleEngineClientExceptionsTests,0,1
afm_integration.tests.test_afm_rule_engine_integration.AFMRuleEngineClientExceptionsTests,0,1
afm_integration.tests.test_afm_rule_engine_integration.AFMRuleEngineClientExceptionsTests,0,1
afm_integration.tests.test_afm_rule_engine_serializers.TestJobTicketSerializer,0,1
afm_integration.tests.test_afm_rule_engine_serializers.TestJobTicketSerializer,0,1
afm_integration.tests.test_afm_rule_engine_serializers.TestJobTicketSerializer,1,2
afm_integration.tests.test_afm_rule_engine_serializers.TestJobTicketSerializer,0,3
afm_integration.tests.test_apis.TestMonOffreApis,1,2
afm_integration.tests.test_apis.TestMonOffreApis,1,3
afm_integration.tests.test_apis.TestMonOffreApis,1,4
afm_integration.tests.test_signals.TestTicketFullyCreatedHandler,0,1
afm_integration.tests.test_signals.TestTicketFullyCreatedHandler,0,1
afm_integration.tests.test_signals.TestTicketFullyCreatedHandler,0,1
afm_integration.tests.test_signals.TestTicketUpdateSignal,1,1
afm_integration.tests.test_signals.TestTicketUpdateSignal,0,1
afm_integration.tests.test_signals.TestTicketUpdateSignal,1,2
afm_integration.tests.test_signals.TestTicketUpdateSignal,0,2
afm_integration.tests.test_signals.TestTicketUpdateSignal,0,2
afm_integration.tests.test_svc_tenant_config.TestTenantConfigManangement,0,1
afm_integration.tests.test_svc_tenant_config.TestTenantConfigManangement,0,1
afm_integration.tests.test_svc_tenant_config.TestTenantConfigManangement,0,1
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMapping,1,1
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMapping,1,2
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMapping,1,3
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMapping,1,4
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMapping,0,4
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMapping,1,5
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMappingMultipleServices,1,1
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMappingMultipleServices,1,2
afm_integration.tests.test_tasks.TestVehicleAlertToTicketMappingMultipleServices,1,3
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,1,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
afm_integration.tests.test_webhook_api.TestAfmApiViewSet,0,1
app_logging.tests.apis.test_app_opens.TestAppOpens,0,1
app_logging.tests.apis.test_app_opens.TestAppOpens,0,1
app_logging.tests.apis.test_app_opens.TestAppOpens,0,1
app_logging.tests.apis.test_app_opens.TestAppOpens,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPI,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPIAsDispatcher,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPIAsDispatcher,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPIAsDispatcher,0,1
app_logging.tests.apis.test_customer_device_context.TestCustomersDeviceContextAPIAsDispatcher,0,1
app_logging.tests.apis.test_logs.TestLogViewSet,0,1
app_logging.tests.models.test_customer_device_context.TestCustomersDeviceContextModel,0,1
app_logging.tests.models.test_customer_device_context.TestCustomersDeviceContextModel,0,1
app_logging.tests.models.test_customer_device_context.TestCustomersDeviceContextModel,0,1
app_logging.tests.models.test_customer_device_context.TestCustomersDeviceContextModel,0,1
app_logging.tests.signals.test_customer_device_context_signals.TestCustomerDeviceContextSignals,0,1
app_logging.tests.signals.test_customer_device_context_signals.TestCustomerDeviceContextSignals,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestGenerateMFACode,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestGenerateMFACode,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestMFAUntrustedDeviceAndSendCode,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestMFAUntrustedDeviceAndSendCode,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestMFAUntrustedDeviceAndSendCode,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestMFAUntrustedDeviceAndSendCode,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestMFAUntrustedDeviceAndSendCode,0,1
app_logging.tests.utils.test_customer_device_context_utils.TestMFAUntrustedDeviceAndSendCode,0,1
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,3,1
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,2,1
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,2,2
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,2,2
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,3,3
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,3,3
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,2,4
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,2,4
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,2,4
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,2,5
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,3,5
billing.tests.invoices.test_invoice_filters.InvoiceFilterTestCase,1,5
billing.tests.invoices.test_invoice_types.InvoiceTypeTestCase,1,1
billing.tests.invoices.test_invoice_types.InvoiceTypeTestCase,1,2
billing.tests.invoices.test_invoice_types.InvoiceTypeTestCase,1,3
billing.tests.invoices.test_invoice_types.InvoiceTypeTestCase,1,4
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,1
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,1
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,2,1
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,1
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,2
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,2
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,2
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,2
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,2,3
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,3
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,2,3
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,1,4
billing.tests.invoices.test_special_invoices.SpecialInvoiceTestCase,2,4
billing.tests.signals.test_invoice_signals.TestInvoiceSignals,0,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,2,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,2,1
billing.tests.test_invoices.InvoicesTestCase,1,1
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,2
billing.tests.test_invoices.InvoicesTestCase,1,3
billing.tests.test_invoices.InvoicesTestCase,2,3
billing.tests.test_invoices.InvoicesTestCase,1,3
billing.tests.test_invoices.InvoicesTestCase,1,3
billing.tests.test_invoices.InvoicesTestCase,2,3
billing.tests.test_invoices.InvoicesTestCase,5,3
billing.tests.test_invoices.InvoicesTestCase,1,3
billing.tests.test_invoices.InvoicesTestCase,1,4
billing.tests.test_invoices.InvoicesTestCase,1,4
billing.tests.test_invoices.InvoicesTestCase,2,4
billing.tests.test_invoices.InvoicesTestCase,1,4
billing.tests.test_invoices.InvoicesTestCase,1,4
billing.tests.test_invoices.InvoicesTestCase,1,4
billing.tests.test_invoices.TestInvoicesWithPermissions,0,2
billing.tests.utils.test_invoice_utils.TestBuildInvoiceData,0,1
billing.tests.utils.test_invoice_utils.TestChargeInvoice,0,1
billing.tests.utils.test_invoice_utils.TestChargeInvoice,0,1
calendars.tests.actions.test_actions.TestActivePricingAction,0,1
calendars.tests.actions.test_actions.TestActivePricingAction,0,1
calendars.tests.actions.test_actions.TestActivePricingAction,0,1
calendars.tests.actions.test_actions.TestActiveSSRAction,0,1
calendars.tests.actions.test_actions.TestActiveSSRAction,0,1
calendars.tests.actions.test_actions.TestActiveSSRAction,0,1
calendars.tests.actions.test_actions.TestDefaultPricingAction,0,1
calendars.tests.actions.test_actions.TestDefaultPricingAction,0,1
calendars.tests.actions.test_actions.TestDefaultSSRAction,0,1
calendars.tests.actions.test_actions.TestDefaultSSRAction,0,1
calendars.tests.actions.test_actions.TestDefaultSSRAction,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_calendars.CalendarsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.apis.test_periods.PeriodsTestCase,0,1
calendars.tests.filters.test_period_filter.PeriodFilterMixinTests,0,1
calendars.tests.filters.test_period_filter.PeriodFilterMixinTests,0,1
calendars.tests.models.test_periods.TestPeriodModel,0,1
calendars.tests.models.test_periods.TestPeriodModel,0,1
calendars.tests.models.test_periods.TestPeriodModel,0,1
calendars.tests.models.test_periods.TestPeriodModel,0,1
calendars.tests.models.test_periods.TestPeriodModel,0,1
calendars.tests.models.test_period_queryset.PeriodQuerySetTests,0,1
calendars.tests.models.test_period_queryset.PeriodQuerySetTests,0,1
calendars.tests.models.test_period_queryset.PeriodQuerySetTests,0,1
calendars.tests.models.test_period_queryset.PeriodQuerySetTests,0,1
calendars.tests.models.test_period_queryset.PeriodQuerySetTests,0,1
calendars.tests.models.test_period_queryset.PeriodSoftDeleteTests,0,1
calendars.tests.models.test_period_queryset.PeriodSoftDeleteTests,0,1
calendars.tests.models.test_period_queryset.PeriodSoftDeleteTests,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForCarsharingPricing,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForCarsharingPricing,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForCarsharingPricing,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForCarsharingPricing,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForCarsharingPricing,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForCarsharingPricing,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForSSR,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForSSR,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForSSR,0,1
calendars.tests.tasks.test_tasks.TestCalendarSchedulingTaskForSSR,0,1
calendars.tests.test_intervals.TestTimeInterval,0,1
calendars.tests.test_intervals.TestTimeInterval,0,1
calendars.tests.test_intervals.TestTimeInterval,0,1
calendars.tests.test_intervals.TestTimeInterval,0,1
calendars.tests.test_intervals.TestTimeInterval,0,1
calendars.tests.test_recurrence_schema.RecurrenceRuleSchemaTests,0,1
calendars.tests.test_recurrence_schema.RecurrenceRuleSchemaTests,0,1
calendars.tests.test_recurrence_schema.RecurrenceRuleSchemaTests,0,1
carsharing.tests.test_management_commands.TestMigrateMarkerTypeToVehicleModelCommand,0,1
damages.tests.apis.test_damage_report_apis.TestDamageRulesAPI,0,1
damages.tests.apis.test_damage_report_apis.TestDamageRulesAPI,0,1
damages.tests.apis.test_damage_report_apis.TestDamageRulesAPI,0,1
damages.tests.apis.test_damage_report_apis.TestDamageRulesAPI,0,1
damages.tests.tasks.test_damages.TestDamageTasks,0,1
damages.tests.tasks.test_damages.TestDamageTasks,0,1
damages.tests.tasks.test_damages.TestDamageTasks,0,1
damages.tests.tasks.test_damages.TestDamageTasks,0,1
damages.tests.tasks.test_damages.TestDamageTasks,0,1
damages.tests.tasks.test_damages.TestDamageTasks,0,1
data_pipeline.tests.models.test_data_pipeline.TestBusinessRentalReasonToDataPipeline,0,1
data_pipeline.tests.models.test_data_pipeline.TestBusinessRentalReasonToDataPipeline,0,1
data_pipeline.tests.models.test_data_pipeline.TestCouponActivationAndUsageToDataPipeline,0,1
data_pipeline.tests.models.test_data_pipeline.TestCouponActivationAndUsageToDataPipeline,0,1
data_pipeline.tests.models.test_data_pipeline.TestCouponActivationAndUsageToDataPipeline,0,1
data_pipeline.tests.models.test_data_pipeline.TestCouponActivationAndUsageToDataPipeline,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineCustomerCreateUpdateEvents,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineCustomerCreateUpdateEvents,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineCustomerCreateUpdateEvents,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineCustomerCreateUpdateEvents,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineCustomerCreateUpdateEvents,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineCustomerCreateUpdateEvents,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,1
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,4,2
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,1,3
data_pipeline.tests.models.test_data_pipeline.TestDataPipelineWhenEnabled,0,3
data_pipeline.tests.models.test_data_pipeline_registry.DataPipelineRegistryFullSnapshotTest,0,1
data_pipeline.tests.models.test_data_pipeline_registry.DataPipelineRegistryFullSnapshotTest,0,1
data_pipeline.tests.models.test_data_pipeline_registry.DataPipelineRegistryTest,0,1
data_pipeline.tests.models.test_data_pipeline_registry.DataPipelineRegistryTest,0,1
data_pipeline.tests.models.test_data_pipeline_registry.DataPipelineRegistryTest,0,1
data_pipeline.tests.models.test_data_pipeline_registry.DataPipelineRegistryTest,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.DataPipelineSenderBootStrapTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.DataPipelineSenderBootStrapTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.DataPipelineSenderBootStrapTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.DataPipelineSenderBootStrapTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.DataPipelineSenderBootStrapTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.KafkaConfigurationValidationTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.KafkaConfigurationValidationTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.KafkaConfigurationValidationTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.KafkaConfigurationValidationTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.SqsTransportConfigurationValidationTests,0,1
data_pipeline.tests.utils.test_data_pipeline_transport_config_validation.SqsTransportConfigurationValidationTests,0,1
data_pipeline.tests.utils.test_timestamp_resolution.DatetimeSerializationTests,0,1
data_pipeline.tests.utils.test_timestamp_resolution.DatetimeSerializationTests,0,1
data_pipeline.tests.utils.test_timestamp_resolution.TimestampResolutionTest,0,1
data_pipeline.tests.utils.test_timestamp_resolution.TimestampResolutionTest,0,1
data_pipeline.tests.utils.test_timestamp_resolution.TimestampResolutionTest,0,1
data_pipeline.tests.utils.test_timestamp_resolution.TimestampResolutionTest,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
dealer_service_networks.tests.apis.v3.test_dealer_service_networks.TestV3DealerServiceNetworkStella,0,1
